"","Contacted","Age","Male","Education","Married","Union.Member","Household.Income","Urban","Close.To.Party","District.Competitiveness","ENEP","PR","Alpha.Polity","District","District.Country"
"52044",0,26,1,8,0,0,3,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52046",0,46,0,4,1,1,3,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52047",1,52,0,8,1,0,5,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52048",1,29,0,4,1,0,3,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52050",0,68,1,3,1,0,1,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52051",0,63,1,3,1,0,2,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52052",0,28,1,4,1,0,2,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52053",1,52,1,4,1,0,3,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52054",0,22,1,7,0,0,4,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52056",1,48,0,8,1,0,4,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52057",1,34,1,8,1,1,5,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52058",1,54,1,5,1,0,4,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52060",1,34,0,7,1,1,4,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52062",0,25,1,4,0,0,2,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52063",0,25,1,7,0,0,3,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52065",1,25,0,8,0,0,5,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52066",0,24,1,5,0,1,2,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52068",0,73,0,5,1,0,4,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52070",1,37,1,8,1,0,3,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52071",0,30,1,7,0,0,2,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"52074",0,35,0,8,0,0,3,1,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52075",0,64,0,4,1,0,3,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52076",1,24,0,7,0,0,3,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52077",1,28,0,8,0,0,4,1,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52079",1,22,0,7,0,0,3,0,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52080",1,32,1,4,1,0,3,1,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52081",0,60,1,8,1,0,5,1,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52082",0,23,0,8,0,1,2,1,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52083",0,27,0,8,1,0,3,1,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52084",1,52,0,4,1,0,2,1,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52085",0,54,1,4,1,1,4,1,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52086",1,29,1,4,0,0,2,1,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52087",0,33,1,4,0,1,3,1,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52088",1,33,1,5,1,0,3,1,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52089",0,47,0,8,0,1,4,1,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52090",0,64,0,4,0,1,3,0,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52091",0,43,0,4,0,0,2,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52092",0,33,0,8,0,1,3,0,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52093",0,18,0,4,0,0,4,0,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52094",0,52,1,3,1,0,2,1,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52096",1,62,0,3,1,0,3,1,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52098",0,22,0,5,1,0,4,1,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52099",1,38,0,5,1,0,3,1,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52100",1,49,0,8,1,0,4,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52101",1,29,0,8,1,0,4,0,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52102",1,45,0,8,1,0,3,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52103",0,20,1,5,0,0,2,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52104",0,42,0,8,1,0,5,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52105",0,65,1,8,1,0,5,0,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52106",0,57,1,4,1,0,4,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52108",0,52,0,4,1,0,2,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52109",1,41,0,4,1,0,4,0,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52110",1,61,0,3,1,0,3,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52111",1,53,1,5,1,0,3,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52112",1,51,1,7,1,1,3,0,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52113",1,29,1,5,0,0,2,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52115",0,23,0,5,1,0,3,0,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52116",0,61,0,5,0,0,2,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52118",0,31,1,8,1,0,4,1,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52120",0,48,0,8,1,1,5,1,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52121",0,46,0,8,0,0,2,1,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52122",0,27,0,5,0,0,2,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52123",0,32,1,4,1,0,4,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52124",0,25,1,4,0,0,2,0,0,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52125",1,36,1,4,0,0,5,0,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52127",0,74,0,4,0,0,1,0,1,0.878152641635861,3.3443366468129,1,"Portugal 2005",604,"Portugal 200514"
"52129",0,81,0,3,0,0,1,1,0,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52131",1,66,0,4,0,0,1,1,1,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52133",1,59,0,4,1,0,3,1,1,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52135",0,19,1,4,0,0,2,1,1,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52136",0,73,1,3,0,0,2,1,0,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52137",0,42,0,4,0,0,3,1,1,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52139",1,53,1,4,0,0,2,1,1,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52141",0,49,1,4,0,0,2,1,0,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52142",0,58,0,4,0,0,2,1,0,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52144",0,62,1,4,1,0,3,1,1,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52145",0,29,0,8,1,0,4,1,0,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52146",0,40,0,1,0,0,2,1,1,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52147",0,44,1,8,1,0,5,1,0,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52149",0,65,0,5,0,0,2,1,0,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52150",0,89,0,1,0,0,1,1,1,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52152",0,19,0,5,0,0,3,1,0,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52153",0,68,1,3,1,0,1,1,1,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52154",0,49,0,4,0,0,1,1,0,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52161",0,33,0,4,1,0,4,1,0,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52163",0,37,0,7,0,0,2,1,0,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52164",0,20,1,4,1,0,4,1,1,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52165",0,78,1,3,1,0,3,1,0,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52167",0,81,1,3,0,0,2,1,1,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52168",1,52,0,5,1,0,4,1,0,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52171",1,39,1,8,0,0,3,1,1,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52174",0,69,0,3,0,0,2,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52178",1,53,1,8,1,0,4,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52180",0,72,0,5,1,0,3,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52181",0,37,1,8,1,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52183",0,44,0,4,0,0,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52187",1,31,1,8,1,0,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52189",1,31,1,8,0,0,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52190",1,21,1,5,0,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52194",1,22,1,7,0,0,3,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52195",1,56,1,8,1,1,4,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52197",0,45,1,4,0,1,2,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52199",1,65,0,8,1,1,3,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52201",1,49,1,8,1,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52203",1,28,0,8,1,0,4,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52210",1,56,1,8,1,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52211",0,39,0,8,1,0,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52213",0,60,0,4,0,0,2,1,1,0.738604968261115,3.10049696625673,1,"Portugal 2005",614,"Portugal 20057"
"52215",1,51,1,8,0,0,4,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52217",1,31,1,5,0,0,3,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52220",0,38,1,4,1,0,3,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52222",0,58,1,8,1,1,5,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52225",0,37,1,8,1,0,4,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52226",0,60,0,3,0,1,3,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52227",0,22,0,8,0,0,3,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52230",0,78,0,2,1,0,2,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52232",0,64,1,5,1,0,3,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52233",0,61,1,5,1,0,3,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52236",0,65,1,8,1,0,4,1,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52237",0,72,0,3,1,0,2,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52239",0,80,1,3,1,0,2,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52242",0,43,0,4,1,0,3,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52243",1,31,0,8,1,0,5,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52244",0,41,0,8,1,0,3,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52245",0,49,0,4,1,1,3,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52247",0,44,1,8,1,0,5,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52248",0,49,0,3,1,0,3,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52249",0,42,1,8,0,0,5,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52250",0,40,1,4,0,0,1,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52251",0,55,1,3,1,0,3,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52253",0,68,1,3,0,0,1,1,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52256",0,66,0,3,0,0,3,1,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52257",0,70,0,3,0,0,2,1,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52258",0,71,0,3,0,0,2,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"52260",1,40,0,5,1,0,4,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52261",1,56,1,4,1,0,3,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52262",1,58,1,4,1,0,3,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52263",1,40,0,4,1,0,3,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52264",0,33,0,4,1,0,2,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52265",0,45,0,3,0,0,2,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52266",0,22,0,5,0,0,2,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52267",1,19,0,8,0,0,5,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52269",1,32,1,4,0,0,2,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52271",0,55,0,4,1,0,3,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52272",0,35,0,8,1,1,5,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52274",0,28,1,8,0,0,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52275",1,36,0,7,1,0,3,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52276",1,26,0,4,1,0,3,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52281",1,37,1,4,1,0,3,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52282",0,33,1,4,1,1,4,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52283",0,50,0,4,1,0,3,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52285",0,34,0,4,1,0,3,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52286",0,66,1,3,0,0,3,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52287",1,67,0,5,0,0,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52288",1,40,1,4,1,0,4,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52289",1,49,0,4,1,0,3,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52290",1,22,0,5,0,0,3,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52291",1,66,1,4,0,0,3,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52292",1,33,0,8,1,0,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52293",0,27,0,4,1,0,3,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52294",1,55,0,2,1,0,3,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52295",1,31,1,4,1,1,3,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52296",1,36,1,8,1,0,3,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52298",0,52,1,3,1,0,2,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52299",1,47,0,5,1,1,4,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52300",1,49,1,4,1,0,4,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52303",1,34,0,8,0,0,3,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52304",0,60,0,3,0,1,3,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52305",1,39,1,5,0,0,3,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52307",1,63,0,8,0,0,4,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52308",1,59,0,5,1,1,3,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52309",0,58,1,8,1,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52310",1,81,1,8,1,0,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52311",1,48,1,8,1,1,4,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52312",1,54,1,8,0,0,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52314",1,58,1,8,1,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52315",1,83,1,8,1,0,3,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52316",0,33,1,5,1,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52317",1,47,0,4,0,0,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52320",1,21,0,4,0,0,3,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52321",1,59,0,8,0,1,5,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52322",1,22,0,7,0,0,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52323",0,63,0,5,1,0,3,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52325",1,30,1,8,1,0,2,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52326",0,22,1,7,0,0,2,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52327",1,66,1,7,1,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52329",1,63,1,7,1,0,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52331",1,45,1,8,1,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52332",1,59,1,5,0,1,4,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52333",1,50,1,8,1,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52334",0,21,0,8,1,0,2,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52335",1,23,0,5,1,0,3,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52336",0,61,1,4,1,0,5,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52337",1,37,0,8,1,0,5,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52338",0,40,1,8,0,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52339",1,56,1,8,1,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52340",0,71,1,8,1,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52341",1,68,0,5,0,0,2,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52342",1,55,1,8,1,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52343",1,47,1,8,0,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52344",1,46,1,8,1,0,5,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52345",1,80,0,5,0,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52349",1,39,1,5,1,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52350",1,44,1,5,1,1,4,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52351",0,49,0,3,1,0,2,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52352",0,60,0,3,1,0,1,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52353",0,45,0,3,0,0,2,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52354",0,49,1,4,1,0,2,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52355",0,25,0,4,1,0,1,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52356",0,25,0,4,0,1,2,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52357",0,71,1,3,1,0,2,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52358",0,56,0,3,0,0,2,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52359",1,40,0,4,1,0,4,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52360",1,60,0,2,1,0,2,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52361",0,64,0,3,1,1,4,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52362",1,36,1,4,1,1,4,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52363",0,25,0,5,1,0,3,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52365",0,23,1,5,1,0,3,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52366",0,54,0,3,1,0,3,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52367",0,60,1,4,1,0,4,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52368",0,33,1,5,1,0,4,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52372",0,71,0,3,0,0,1,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52373",0,19,0,8,0,0,1,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52375",0,22,0,5,0,0,2,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52376",1,38,1,4,1,0,3,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52377",0,63,0,4,1,0,2,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52378",0,63,0,4,1,0,3,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"52379",1,34,0,4,1,1,3,0,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
